,was,VBD,O
,an,DT,O
,equivocal,JJ,O
,finding,NN,O
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 4272,effect,NN,O
,on,IN,O
,smoking,NN,O
,quit,VBD,O
,rate,NN,O
,of,IN,O
,telling,VBG,O
,patients,NNS,O
,their,PRP$,O
,lung,NN,O
,age,NN,O
,the,DT,O
,Step2quit,NNS,O
,randomised,VBD,O
,controlled,JJ,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 4273,the,none,O
,Limes,none,O
,Surgery,none,O
,Hoddesdon,none,O
,Hertfordshire,none,O
,EN11,none,O
,8EP,none,O
,-EOS-,eos,O
Sentence: 4274,to,TO,O
,evaluate,VB,O
,the,DT,O
,impact,NN,O
,of,IN,O
,telling,VBG,O
,patients,NNS,O
,their,PRP$,O
,estimated,VBN,O
,spirometric,JJ,O
,lung,NN,O
,age,NN,O
,as,IN,O
,an,DT,O
,incentive,NN,O
,to,TO,O
,quit,VB,O
,smoking,NN,O
,-EOS-,eos,O
Sentence: 4275,randomised,NNP,O
,controlled,VBD,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 4276,5,CD,O
,general,JJ,O
,practices,NNS,O
,in,IN,O
,Hertfordshire,NNP,O
,England,NNP,O
,-EOS-,eos,O
Sentence: 4277,561,CD,O
,current,JJ,O
,smokers,NNS,O
,aged,VBN,O
,over,IN,O
,35,CD,O
,-EOS-,eos,O
Sentence: 4278,all,DT,O
,participants,NNS,O
,were,VBD,O
,offered,VBN,O
,spirometric,JJ,O
,assessment,NN,O
,of,IN,O
,lung,NN,O
,function,NN,O
,-EOS-,eos,O
Sentence: 4279,participants,NNS,O
,in,IN,O
,intervention,NN,O
,group,NN,O
,received,VBD,O
,their,PRP$,O
,results,NNS,O
,in,IN,O
,terms,NNS,O
,of,IN,O
,``,``,O
,lung,NN,O
,age,NN,O
,'','',O
,-LRB-,-LRB-,O
,the,DT,O
,age,NN,O
,of,IN,O
,the,DT,O
,average,JJ,O
,healthy,JJ,O
,individual,NN,O
,who,WP,O
,would,MD,O
,perform,VB,O
,similar,JJ,O
,to,TO,O
,them,PRP,O
,on,IN,O
,spirometry,NN,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4280,those,DT,O
,in,IN,O
,the,DT,O
,control,NN,O
,group,NN,O
,received,VBD,O
,a,DT,O
,raw,JJ,O
,figure,NN,O
,for,IN,O
,forced,JJ,O
,expiratory,JJ,O
,volume,NN,O
,at,IN,O
,1,CD,O
,second,NN,O
,-LRB-,-LRB-,O
,FEV1,NNP,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4281,both,DT,O
,groups,NNS,O
,were,VBD,O
,advised,VBN,O
,to,TO,O
,quit,VB,O
,and,CC,O
,offered,VBN,O
,referral,NN,O
,to,TO,O
,local,JJ,O
,NHS,NNP,O
,smoking,NN,O
,cessation,NN,O
,services,NNS,O
,-EOS-,eos,O
Sentence: 4282,the,DT,O
,primary,JJ,O
,outcome,NN,O
,measure,NN,O
,was,VBD,O
,verified,VBN,OTC
,cessation,NN,OTC
,of,IN,OTC
,smoking,NN,OTC
,by,IN,O
,salivary,JJ,O
,cotinine,NN,O
,testing,VBG,O
,12,CD,O
,months,NNS,O
,after,IN,O
,recruitment,NN,O
,-EOS-,eos,O
Sentence: 4283,secondary,JJ,O
,outcomes,NNS,O
,were,VBD,O
,reported,VBN,O
,changes,NNS,O
,in,IN,O
,daily,JJ,O
,consumption,NN,O
,of,IN,O
,cigarettes,NNS,O
,and,CC,O
,identification,NN,OTC
,of,IN,OTC
,new,JJ,OTC
,diagnoses,NNS,OTC
,of,IN,OTC
,chronic,JJ,OTC
,obstructive,NN,OTC
,lung,NN,OTC
,disease,NN,OTC
,-EOS-,eos,O
Sentence: 4284,follow-up,NNP,O
,was,VBD,O
,89,CD,O
,-EOS-,eos,O
Sentence: 4285,independently,RB,OTC
,verified,VBN,OTC
,quit,VB,OTC
,rates,NNS,OTC
,at,IN,O
,12,CD,O
,months,NNS,O
,in,IN,O
,the,DT,O
,intervention,NN,O
,and,CC,O
,control,NN,O
,groups,NNS,O
,respectively,RB,O
,were,VBD,O
,13.6,CD,O
,and,CC,O
,6.4,CD,O
,-LRB-,-LRB-,O
,difference,NN,O
,7.2,CD,O
,P,NNP,O
,=,SYM,O
,0.005,CD,O
,SPECIAL_TERM,NNP,O
,2.2,CD,O
,to,TO,O
,12.1,CD,O
,SPECIAL_TERM,NNP,O
,14,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4286,people,NNS,O
,with,IN,O
,worse,JJR,O
,spirometric,JJ,O
,lung,NN,O
,age,NN,O
,were,VBD,O
,no,RB,O
,more,RBR,O
,likely,JJ,O
,to,TO,O
,have,VB,O
,quit,VBN,O
,than,IN,O
,those,DT,O
,with,IN,O
,normal,JJ,O
,lung,NN,O
,age,NN,O
,in,IN,O
,either,DT,O
,group,NN,O
,-EOS-,eos,O
Sentence: 4287,cost,NN,OTC
,per,IN,OTC
,successful,JJ,OTC
,quitter,NN,OTC
,was,VBD,O
,estimated,VBN,O
,at,IN,O
,280,CD,O
,pounds,NNS,O
,sterling,JJ,O
,-LRB-,-LRB-,O
,366,CD,O
,euros,NNS,O
,$,$,O
,556,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4288,a,DT,OTC
,new,JJ,OTC
,diagnosis,NN,OTC
,of,IN,OTC
,obstructive,JJ,OTC
,lung,NN,OTC
,disease,NN,OTC
,was,VBD,O
,made,VBN,O
,in,IN,O
,17,CD,O
,in,IN,O
,the,DT,O
,intervention,NN,O
,group,NN,O
,and,CC,O
,14,CD,O
,in,IN,O
,the,DT,O
,control,NN,O
,group,NN,O
,a,DT,O
,total,NN,O
,of,IN,O
,16,CD,O
,-LRB-,-LRB-,O
,89,CD,O
,of,IN,O
,561,CD,O
,-RRB-,-RRB-,O
,of,IN,O
,participants,NNS,O
,-EOS-,eos,O
Sentence: 4289,telling,VBG,O
,smokers,NNS,O
,their,PRP$,O
,lung,NN,O
,age,NN,O
,significantly,RB,O
,improves,VBZ,O
,the,DT,O
,likelihood,NN,O
,of,IN,O
,them,PRP,O
,quitting,VBG,O
,smoking,NN,O
,but,CC,O
,the,DT,O
,mechanism,NN,O
,by,IN,O
,which,WDT,O
,this,DT,O
,intervention,NN,O
,achieves,VBZ,O
,its,PRP$,O
,effect,NN,O
,is,VBZ,O
,unclear,JJ,O
,-EOS-,eos,O
Sentence: 4290,national,NNP,O
,Research,NNP,O
,Register,NNP,O
,N0096173751,NNP,O
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 4291,effect,NN,O
,of,IN,O
,family,NN,O
,style,NN,O
,mealtimes,VBZ,O
,on,IN,O
,quality,NN,O
,of,IN,O
,life,NN,O
,physical,JJ,O
,performance,NN,O
,and,CC,O
,body,NN,O
,weight,NN,O
,of,IN,O
,nursing,NN,O
,home,NN,O
,residents,NNS,O
,cluster,NN,O
,randomised,VBD,O
,controlled,JJ,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 4292,wageningen,none,O
,University,none,O
,Division,none,O
,of,none,O
,Human,none,O
,Nutrition,none,O
,PO,none,O
,Box,none,O
,8129,none,O
,6700,none,O
,EV,none,O
,Wageningen,none,O
,Netherlands,none,O
,-EOS-,eos,O
Sentence: 4293,to,TO,O
,assess,VB,O
,the,DT,O
,effect,NN,O
,of,IN,O
,family,NN,O
,style,NN,O
,mealtimes,VBZ,O
,on,IN,O
,quality,NN,OTC
,of,IN,OTC
,life,NN,OTC
,physical,JJ,OTC
,performance,NN,OTC
,and,CC,O
,body,NN,OTC
,weight,NN,OTC
,of,IN,O
,nursing,VBG,O
,home,NN,O
,residents,NNS,O
,without,IN,O
,dementia,NN,O
,-EOS-,eos,O
Sentence: 4294,cluster,NNP,O
,randomised,VBD,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 4295,5,CD,O
,Dutch,JJ,O
,nursing,NN,O
,homes,NNS,O
,-EOS-,eos,O
Sentence: 4296,178,CD,O
,residents,NNS,O
,-LRB-,-LRB-,O
,mean,JJ,O
,age,NN,O
,77,CD,O
,years,NNS,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4297,2,CD,O
,wards,NNS,O
,in,IN,O
,each,DT,O
,home,NN,O
,were,VBD,O
,randomised,VBN,O
,to,TO,O
,intervention,NN,O
,-LRB-,-LRB-,O
,95,CD,O
,participants,NNS,O
,-RRB-,-RRB-,O
,or,CC,O
,control,NN,O
,groups,NNS,O
,-LRB-,-LRB-,O
,83,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4298,during,IN,O
,6,CD,O
,months,NNS,O
,the,DT,O
,intervention,NN,O
,group,NN,O
,took,VBD,O
,their,PRP$,O
,meals,JJ,O
,family,NN,O
,style,NN,O
,and,CC,O
,the,DT,O
,control,NN,O
,group,NN,O
,received,VBD,O
,the,DT,O
,usual,JJ,O
,individual,JJ,O
,pre-plated,JJ,O
,service,NN,O
,-EOS-,eos,O
Sentence: 4299,quality,NNP,OTC
,of,IN,OTC
,life,NN,OTC
,-LRB-,-LRB-,OTC
,perceived,VBN,OTC
,safety,NN,OTC
,autonomy,NN,OTC
,and,CC,OTC
,sensory,JJ,OTC
,physical,JJ,OTC
,and,CC,OTC
,psychosocial,JJ,OTC
,functioning,NN,OTC
,-RRB-,-RRB-,OTC
,gross,JJ,OTC
,and,CC,OTC
,fine,JJ,OTC
,motor,NN,OTC
,function,NN,OTC
,and,CC,O
,body,NN,OTC
,weight,NN,OTC
,-EOS-,eos,O
Sentence: 4300,the,DT,O
,difference,NN,O
,in,IN,O
,change,NN,O
,between,IN,O
,the,DT,O
,groups,NNS,O
,was,VBD,O
,significant,JJ,O
,for,IN,O
,overall,JJ,OTC
,quality,NN,OTC
,of,IN,OTC
,life,NN,OTC
,-LRB-,-LRB-,O
,6.1,CD,O
,units,NNS,O
,SPECIAL_TERM,NNP,O
,2.1,CD,O
,to,TO,O
,10.3,CD,O
,-RRB-,-RRB-,O
,fine,JJ,OTC
,motor,NN,OTC
,function,NN,OTC
,-LRB-,-LRB-,O
,1.8,CD,O
,units,NNS,O
,0.6,CD,O
,to,TO,O
,3.0,CD,O
,-RRB-,-RRB-,O
,and,CC,O
,body,NN,OTC
,weight,NN,OTC
,-LRB-,-LRB-,O
,1.5,CD,O
,kg,NN,O
,0.6,CD,O
,to,TO,O
,2.4,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4301,family,NNP,O
,style,NN,O
,mealtimes,NNS,O
,maintain,VBP,O
,quality,NN,OTC
,of,IN,OTC
,life,NN,OTC
,physical,JJ,OTC
,performance,NN,OTC
,and,CC,O
,body,NN,OTC
,weight,NN,OTC
,of,IN,O
,nursing,VBG,O
,home,NN,O
,residents,NNS,O
,without,IN,O
,dementia,NN,O
,-EOS-,eos,O
Sentence: 4302,clinical,JJ,O
,trials,NNS,O
,NCT00114582,VBZ,O
,-EOS-,eos,O
Sentence: 4303,nursing,NNP,O
,home,NN,O
,residents,NNS,O
,with,IN,O
,a,DT,O
,chronic,JJ,O
,somatic,JJ,O
,disease,NN,O
,and,CC,O
,long,JJ,O
,term,NN,O
,care,NN,O
Sentence: 4304,residents,NNS,O
,were,VBD,O
,excluded,VBN,O
,when,WRB,O
,they,PRP,O
,were,VBD,O
,in,IN,O
,a,DT,O
,terminal,NN,O
,phase,NN,O
,of,IN,O
,a,DT,O
,disease,NN,O
,had,VBD,O
,total,JJ,O
,parenteral,JJ,O
,feeding,NN,O
,or,CC,O
,were,VBD,O
,not,RB,O
,able,JJ,O
,to,TO,O
,give,VB,O
,informed,VBN,O
,consent,NN,O
,due,JJ,O
,to,TO,O
,their,PRP$,O
,physical,NN,O
,or,CC,O
,mental,JJ,O
,condition,NN,O
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 4305,figure-of-eight,NN,O
,versus,IN,O
,prophylactic,JJ,O
,sternal,NN,O
,weave,VBP,O
,closure,NN,O
,of,IN,O
,median,JJ,O
,sternotomy,NN,O
,in,IN,O
,diabetic,JJ,O
,obese,NN,O
,patients,NNS,O
,undergoing,VBG,O
,coronary,JJ,O
,artery,NN,O
,bypass,NN,O
,grafting,VBG,O
,-EOS-,eos,O
Sentence: 4306,department,none,O
,of,none,O
,Cardiothoracic,none,O
,Surgery,none,O
,Ozel,none,O
,Ege,none,O
,Hospital,none,O
,Denizli,none,O
,Turkey,none,O
,-EOS-,eos,O
Sentence: 4307,sternal,JJ,OTC
,dehiscence,NN,OTC
,is,VBZ,O
,a,DT,O
,serious,JJ,O
,and,CC,O
,potentially,RB,O
,devastating,JJ,O
,complication,NN,O
,after,IN,O
,median,JJ,O
,sternotomy,NN,O
,especially,RB,O
,in,IN,O
,diabetic,JJ,O
,obese,NN,O
,patients,NNS,O
,-EOS-,eos,O
Sentence: 4308,the,DT,O
,optimal,JJ,O
,technique,NN,O
,for,IN,O
,sternal,JJ,O
,closure,NN,O
,is,VBZ,O
,unclear,JJ,O
,in,IN,O
,these,DT,O
,patients,NNS,O
,-EOS-,eos,O
Sentence: 4309,the,DT,O
,purpose,NN,O
,of,IN,O
,this,DT,O
,prospective,JJ,O
,randomized,JJ,O
,study,NN,O
,was,VBD,O
,to,TO,O
,compare,VB,O
,the,DT,O
,incidence,NN,O
,of,IN,O
,sternal,JJ,OTC
,dehiscence,NN,OTC
,after,IN,O
,prophylactic,JJ,O
,sternal,JJ,O
,weave,NN,O
,and,CC,O
,figure-of-eight,JJ,O
,suturing,NN,O
,in,IN,O
,diabetic,JJ,O
,obese,NN,O
,patients,NNS,O
,undergoing,VBG,O
,coronary,JJ,O
,artery,NN,O
,bypass,NN,O
,grafting,NN,O
,-LRB-,-LRB-,O
,CABG,NNP,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4310,the,DT,O
,patients,NNS,O
,were,VBD,O
,randomly,RB,O
,assigned,VBN,O
,to,TO,O
,group,NN,O
,A,NN,O
,-LRB-,-LRB-,O
,figure-of-eight,JJ,O
,closure,NN,O
,n,NN,O
,=,SYM,O
,75,CD,O
,-RRB-,-RRB-,O
,or,CC,O
,group,NN,O
,B,NN,O
,-LRB-,-LRB-,O
,sternal,JJ,O
,weave,NN,O
,closure,NN,O
,n,NN,O
,=,SYM,O
,75,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4311,there,EX,O
,were,VBD,O
,8,CD,O
,cases,NNS,O
,of,IN,O
,sternal,JJ,OTC
,dehiscence,NN,OTC
,documented,VBN,O
,7,CD,O
,in,IN,O
,group,NN,O
,A,NN,O
,and,CC,O
,1,CD,O
,in,IN,O
,group,NN,O
,B,NN,O
,-EOS-,eos,O
Sentence: 4312,in,IN,O
,group,NN,O
,A,NN,O
,5,CD,O
,patients,NNS,O
,had,VBD,O
,noninfectious,NNS,OTC
,sternal,JJ,OTC
,dehiscence,NN,OTC
,and,CC,O
,2,CD,O
,patients,NNS,O
,underwent,VBD,O
,reoperation,NN,O
,because,RB,O
,of,IN,O
,sternal,JJ,OTC
,dehiscence,NN,OTC
,with,IN,OTC
,mediastinitis,NNS,OTC
,-EOS-,eos,O
Sentence: 4313,also,RB,O
,1,CD,O
,of,IN,O
,the,DT,O
,noninfected,JJ,O
,patients,NNS,O
,had,VBD,O
,deep-seated,JJ,OTC
,pain,NN,OTC
,with,IN,OTC
,a,DT,OTC
,feeling,NN,OTC
,of,IN,OTC
,bony,JJ,OTC
,crepitus,NNS,OTC
,and,CC,O
,needed,VBN,O
,reoperation,NN,O
,-EOS-,eos,O
Sentence: 4314,the,DT,O
,other,JJ,O
,4,CD,O
,patients,NNS,O
,in,IN,O
,group,NN,O
,A,NN,O
,and,CC,O
,1,CD,O
,patient,JJ,O
,with,IN,O
,noninfectious,NNS,O
,sternal,JJ,O
,dehiscence,NN,O
,in,IN,O
,group,NN,O
,B,NN,O
,were,VBD,O
,given,VBN,O
,chest,NN,OTC
,binder,NN,OTC
,support,NN,OTC
,-EOS-,eos,O
Sentence: 4315,pain,NN,OTC
,and,CC,OTC
,bony,NN,OTC
,crepitus,NNS,OTC
,decreased,VBD,O
,in,IN,O
,the,DT,O
,follow-up,NN,O
,period,NN,O
,of,IN,O
,1,CD,O
,year,NN,O
,-EOS-,eos,O
Sentence: 4316,sternal,JJ,OTC
,dehiscence,NN,OTC
,rates,NNS,O
,were,VBD,O
,9.3,VBN,O
,in,IN,O
,group,NN,O
,A,NN,O
,and,CC,O
,1.3,CD,O
,in,IN,O
,group,NN,O
,B,NN,O
,-EOS-,eos,O
Sentence: 4317,sternal,JJ,OTC
,dehiscence,NN,OTC
,was,VBD,O
,significantly,RB,O
,lower,JJR,O
,in,IN,O
,group,NN,O
,B,NN,O
,-LRB-,-LRB-,O
,p,NNP,O
,less,JJR,O
,than,IN,O
,0.05,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4318,prophylactic,JJ,O
,sternal,JJ,O
,weave,NN,O
,closure,NN,O
,of,IN,O
,median,JJ,O
,sternotomy,NN,O
,reduces,VBZ,O
,morbidity,NN,O
,from,IN,O
,sternal,JJ,OTC
,dehiscence,NN,OTC
,in,IN,O
,diabetic,JJ,O
,obese,NN,O
,patients,NNS,O
,undergoing,VBG,O
,CABG,NNP,O
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 4319,apixaban,VBN,O
,with,IN,O
,antiplatelet,JJ,O
,therapy,NN,O
,after,IN,O
,acute,JJ,O
,coronary,JJ,O
,syndrome,NN,O
,-EOS-,eos,O
Sentence: 4320,duke,none,O
,Clinical,none,O
,Research,none,O
,Institute,none,O
,Duke,none,O
,University,none,O
,Medical,none,O
,Center,none,O
,Durham,none,O
,NC,none,O
,27715,none,O
,USA,none,O
,-EOS-,eos,O
Sentence: 4321,apixaban,NNP,O
,an,DT,O
,oral,JJ,O
,direct,JJ,O
,factor,NN,O
,Xa,NN,O
,inhibitor,NN,O
,may,MD,O
,reduce,VB,O
,the,DT,O
,risk,NN,O
,of,IN,O
,recurrent,JJ,O
,ischemic,JJ,O
,events,NNS,O
,when,WRB,O
,added,VBD,O
,to,TO,O
,antiplatelet,VB,O
,therapy,NN,O
,after,IN,O
,an,DT,O
,acute,JJ,O
,coronary,JJ,O
,syndrome,NN,O
,-EOS-,eos,O
Sentence: 4322,we,PRP,O
,conducted,VBD,O
,a,DT,O
,randomized,JJ,O
,double-blind,JJ,O
,placebo-controlled,JJ,O
,clinical,JJ,O
,trial,NN,O
,comparing,VBG,O
,apixaban,NN,O
,at,IN,O
,a,DT,O
,dose,NN,O
,of,IN,O
,5,CD,O
,mg,NN,O
,twice,RB,O
,daily,JJ,O
,with,IN,O
,placebo,NN,O
,in,IN,O
,addition,NN,O
,to,TO,O
,standard,JJ,O
,antiplatelet,NN,O
,therapy,NN,O
,in,IN,O
,patients,NNS,O
,with,IN,O
,a,DT,O
,recent,JJ,O
,acute,JJ,O
,coronary,JJ,O
,syndrome,NN,O
,and,CC,O
,greater,JJR,OTC
,than,IN,OTC
,2,CD,OTC
,additional,JJ,OTC
,risk,NN,OTC
,factors,NNS,OTC
,for,IN,OTC
,recurrent,JJ,OTC
,ischemic,JJ,OTC
,events,NNS,OTC
,-EOS-,eos,O
Sentence: 4323,the,DT,O
,trial,NN,O
,was,VBD,O
,terminated,VBN,O
,prematurely,RB,O
,after,IN,O
,recruitment,NN,O
,of,IN,O
,7392,CD,O
,patients,NNS,O
,because,RB,O
,of,IN,O
,an,DT,O
,increase,NN,O
,in,IN,O
,major,JJ,OTC
,bleeding,NN,OTC
,events,NNS,OTC
,with,IN,O
,apixaban,NN,O
,in,IN,O
,the,DT,O
,absence,NN,O
,of,IN,O
,a,DT,O
,counterbalancing,JJ,O
,reduction,NN,O
,in,IN,O
,recurrent,JJ,O
,ischemic,JJ,O
,events,NNS,O
,-EOS-,eos,O
Sentence: 4324,with,IN,O
,a,DT,O
,median,JJ,O
,follow-up,NN,O
,of,IN,O
,241,CD,O
,days,NNS,O
,the,DT,OTC
,primary,JJ,OTC
,outcome,NN,OTC
,of,IN,OTC
,cardiovascular,JJ,OTC
,death,NN,OTC
,myocardial,JJ,OTC
,infarction,NN,OTC
,or,CC,OTC
,ischemic,JJ,OTC
,stroke,NN,OTC
,occurred,VBD,O
,in,IN,O
,279,CD,O
,of,IN,O
,3705,CD,O
,patients,NNS,O
,-LRB-,-LRB-,O
,7.5,CD,O
,-RRB-,-RRB-,O
,assigned,VBN,O
,to,TO,O
,apixaban,NN,O
,-LRB-,-LRB-,O
,13.2,CD,O
,events,NNS,O
,per,IN,O
,100,CD,O
,patient-years,NNS,O
,-RRB-,-RRB-,O
,and,CC,O
,in,IN,O
,293,CD,O
,of,IN,O
,3687,CD,O
,patients,NNS,O
,-LRB-,-LRB-,O
,7.9,CD,O
,-RRB-,-RRB-,O
,assigned,VBN,O
,to,TO,O
,placebo,NN,O
,-LRB-,-LRB-,O
,14.0,CD,O
,events,NNS,O
,per,IN,O
,100,CD,O
,patient-years,NNS,O
,-RRB-,-RRB-,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,with,IN,O
,apixaban,NN,O
,0.95,CD,O
,SPECIAL_TERM,NNP,O
,-LRB-,-LRB-,O
,CI,NNP,O
,-RRB-,-RRB-,O
,0.80,CD,O
,to,TO,O
,1.11,CD,O
,P,NNP,O
,=,SYM,O
,0.51,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4325,the,DT,O
,primary,JJ,O
,safety,NN,O
,outcome,NN,O
,of,IN,O
,major,JJ,OTC
,bleeding,NN,OTC
,according,VBG,OTC
,to,TO,OTC
,the,DT,OTC
,Thrombolysis,NNPS,OTC
,in,IN,OTC
,Myocardial,NNP,OTC
,Infarction,NNP,OTC
,-LRB-,-LRB-,OTC
,TIMI,NNP,OTC
,-RRB-,-RRB-,OTC
,definition,NN,OTC
,occurred,VBD,O
,in,IN,O
,46,CD,O
,of,IN,O
,3673,CD,O
,patients,NNS,O
,-LRB-,-LRB-,O
,1.3,CD,O
,-RRB-,-RRB-,O
,who,WP,O
,received,VBD,O
,greater,JJR,O
,than,IN,O
,1,CD,O
,dose,NN,O
,of,IN,O
,apixaban,NN,O
,-LRB-,-LRB-,O
,2.4,CD,O
,events,NNS,O
,per,IN,O
,100,CD,O
,patient-years,NNS,O
,-RRB-,-RRB-,O
,and,CC,O
,in,IN,O
,18,CD,O
,of,IN,O
,3642,CD,O
,patients,NNS,O
,-LRB-,-LRB-,O
,0.5,CD,O
,-RRB-,-RRB-,O
,who,WP,O
,received,VBD,O
,greater,JJR,O
,than,IN,O
,1,CD,O
,dose,NN,O
,of,IN,O
,placebo,NN,O
,-LRB-,-LRB-,O
,0.9,CD,O
,events,NNS,O
,per,IN,O
,100,CD,O
,patient-years,NNS,O
,-RRB-,-RRB-,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,with,IN,O
,apixaban,NN,O
,2.59,NNP,O
,SPECIAL_TERM,NNP,O
,1.50,CD,O
,to,TO,O
,4.46,CD,O
,P,NNP,O
,=,SYM,O
,0.001,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4326,a,DT,O
,greater,JJR,O
,number,NN,O
,of,IN,O
,intracranial,JJ,OTC
,and,CC,OTC
,fatal,JJ,OTC
,bleeding,NN,OTC
,events,NNS,OTC
,occurred,VBD,O
,with,IN,O
,apixaban,NN,O
,than,IN,O
,with,IN,O
,placebo,NN,O
,-EOS-,eos,O
Sentence: 4327,the,DT,O
,addition,NN,O
,of,IN,O
,apixaban,NN,O
,at,IN,O
,a,DT,O
,dose,NN,O
,of,IN,O
,5,CD,O
,mg,VBP,O
,twice,RB,O
,daily,RB,O
,to,TO,O
,antiplatelet,VB,O
,therapy,NN,O
,in,IN,O
,high-risk,JJ,O
,patients,NNS,O
,after,IN,O
,an,DT,O
,acute,JJ,O
,coronary,JJ,O
,syndrome,NN,O
,increased,VBD,O
,the,DT,O
,number,NN,O
,of,IN,O
,major,JJ,OTC
,bleeding,NN,OTC
,events,NNS,OTC
,without,IN,O
,a,DT,O
,significant,JJ,O
,reduction,NN,O
,in,IN,O
,recurrent,JJ,OTC
,ischemic,JJ,OTC
,events,NNS,OTC
,-EOS-,eos,O
Sentence: 4328,-LRB-,-LRB-,O
,Funded,VBN,O
,by,IN,O
,Bristol-Myers,NNP,O
,Squibb,NNP,O
,and,CC,O
,Pfizer,NNP,O
,APPRAISE-2,NNP,O
,ClinicalTrials,VBZ,O
,-EOS-,eos,O
Sentence: 4329,gov,NN,O
,number,NN,O
,NCT00831441,NNP,O
,.,.,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4330,acute,JJ,O
,coronary,JJ,O
,syndrome,NN,O
,-LRB-,-LRB-,O
,ACS,NNP,O
,-RRB-,-RRB-,O
Sentence: 4331,receiving,VBG,O
,standard,NN,O
,of,IN,O
,care,NN,O
,for,IN,O
,ACS,NNP,O
Sentence: 4332,active,VB,O
,bleeding,NN,O
,or,CC,O
,high,JJ,O
,risk,NN,O
,for,IN,O
,major,JJ,O
,bleeding,NN,O
Sentence: 4333,hemoglobin,JJ,O
,less,JJR,O
,than,IN,O
,9,CD,O
,g/dL,JJ,O
Sentence: 4334,tablets,NNS,O
,Oral,NNP,O
,5,CD,O
,mg,NN,O
,twice,RB,O
,daily,JJ,O
,until,IN,O
,study,NN,O
,end,NN,O
Sentence: 4335,tablets,NNS,O
,Oral,NNP,O
,0,CD,O
,mg,NN,O
,twice,RB,O
,daily,JJ,O
,until,IN,O
,study,NN,O
,end,NN,O
Sentence: 4336,time,NNP,O
,to,TO,O
,first,JJ,O
,occurrence,NN,O
,of,IN,O
,cardiovascular,JJ,O
,death,NN,O
,myocardial,JJ,O
,infarction,NN,O
,or,CC,O
,ischemic,JJ,O
,stroke,NN,O
Sentence: 4337,at,IN,O
,the,DT,O
,time,NN,O
,of,IN,O
,first,JJ,O
,event,NN,O
Sentence: 4338,at,IN,O
,the,DT,O
,time,NN,O
,of,IN,O
,first,JJ,O
,event,NN,O
Sentence: 4339,at,IN,O
,the,DT,O
,time,NN,O
,of,IN,O
,first,JJ,O
,event,NN,O
Sentence: 4340,at,IN,O
,the,DT,O
,time,NN,O
,of,IN,O
,first,JJ,O
,event,NN,O
Sentence #,Word,POS,Tag
Sentence: 4341,medical,JJ,O
,outcome,NN,O
,after,IN,O
,immediate,JJ,O
,computed,JJ,O
,tomography,NN,O
,or,CC,O
,admission,NN,O
,for,IN,O
,observation,NN,O
,in,IN,O
,patients,NNS,O
,with,IN,O
,mild,JJ,O
,head,NN,O
,injury,NN,O
,randomised,VBD,O
,controlled,VBN,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 4342,department,none,O
,of,none,O
,Medicine,none,O
,Clinical,none,O
,Epidemiology,none,O
,Unit,none,O
,Karolinska,none,O
,University,none,O
,Hospital,none,O
,171,none,O
,76,none,O
,Stockholm,none,O
,Sweden,none,O
,-EOS-,eos,O
Sentence: 4343,to,TO,O
,compare,VB,O
,immediate,JJ,O
,computed,VBD,O
,tomography,RB,O
,during,IN,O
,triage,NN,O
,for,IN,O
,admission,NN,O
,with,IN,O
,observation,NN,O
,in,IN,O
,hospital,NN,O
,in,IN,O
,patients,NNS,O
,with,IN,O
,mild,JJ,O
,head,NN,O
,injury,NN,O
,-EOS-,eos,O
Sentence: 4344,multicentre,NNP,O
,pragmatic,JJ,O
,non-inferiority,RB,O
,randomised,VBD,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 4345,39,CD,O
,acute,JJ,O
,hospitals,NNS,O
,in,IN,O
,Sweden,NNP,O
